ID,company_name,city,state,location,size,website,industry,description,revenue,founded,company_type,logo_url
3100,Big Fish Games,Seattle,WA,"Seattle, Washington",201-500 employees,http://www.bigfishgames.com/,Computer Games,"With 20 years of game development and publishing experience, Big Fish Games is a leader in the biggest gaming categories in the world — Free-To-Play and Premium PC & Mac.

Big Fish is the home of some of the biggest hit mobile games including EverMerge, Gummy Drop!, Cooking Craze, and many more. Big Fish is dedicated to delivering amazing experiences for players to connect, compete and discover play, anywhere and on any device. 


-
We are passionate about creating games that are loved by all. We believe that great games are made by great people.  We’re looking for exceptionally talented individuals to join us in our reef, so come and explore what Big Fish has to offer.



*Please be alert to scams offering employment opportunities. Any communication to candidates regarding employment opportunities at Aristocrat or its subsidiaries will come from an @aristocrat.com,@bigfishgames.com, @pixelunited.com, or @productmadness.com email address. From time to time, Aristocrat may use an external agency for recruitment purposes, however, they will never request payments of any sort. ",Unknown,2002.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFy2tBE3bMvUg/company-logo_200_200/0/1663359196990?e=1677715200&v=beta&t=PQoD1IOLGG0PQs5RG1dYuemP7j2iY3iXS-WHNXUL9cg
3101,Big Lots,Columbus,OH,"Columbus, Ohio","10,001+ employees",http://www.biglots.com/,Retail,"Headquartered in Columbus, Ohio, Big Lots, Inc. (NYSE: BIG) is a discount retailer operating approximately 1,400 stores in 47 states with product assortments in the merchandise categories of Furniture, Seasonal, Soft Home, Food, Consumables, Hard Home, and Electronics, Toys & Accessories. Our mission is to help people Live BIG and Save Lots. We strive to be the BIG difference for a better life by delivering unmatched value to our customers through surprise and delight, being a “best places to work” culture for our associates, rewarding our shareholders with consistent growth and top tier returns, and doing good in our communities as we do well. For more information about the Company, visit www.biglots.com.",Unknown,1967.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHEG6PaxixjMg/company-logo_200_200/0/1594231484880?e=1677715200&v=beta&t=Bz7dqfA8MBf8XsrOF82PfsNlSD8Wg2BBWES7NAyVn_M
3102,BILL,San Jose,CA,"San Jose, CA","1,001-5,000 employees",http://www.bill.com/,Software Development,"BILL (NYSE: BILL) is a leader in financial automation software for small and midsize businesses (SMBs). As a champion of SMBs, we are dedicated to automating the future of finance so businesses can flourish. Hundreds of thousands of businesses trust BILL solutions to manage financial workflows, including payables, receivables, and spend and expense management. With BILL, businesses are connected to a network of millions of members, so they can pay or get paid faster. Through our automated solutions, we help SMBs simplify and control their finances, so they can confidently manage their businesses, and succeed on their terms. BILL is a trusted partner of leading U.S. financial institutions, accounting firms, and accounting software providers. BILL is headquartered in San Jose, California. For more information, visit bill.com.",Unknown,2006.0,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQFsuYqi9qGMIw/company-logo_200_200/0/1665500477865?e=1677715200&v=beta&t=RCncknsR_EXJHGcs7aXrs1g402qyRkG5EC5bpvyhm6s
3103,BioNTech SE,Mainz,Rhineland-Palatinate,"Mainz, Rhineland-Palatinate","1,001-5,000 employees",https://biontech.de/,Biotechnology Research,"At BioNTech we understand that every cancer patient’s tumor is unique and therefore each patient’s treatment should be individualized. 

To pioneer the next generation of patient-specific immunotherapies, we have combined ground-breaking research with cutting-edge technologies to develop therapeutics for cancer and beyond. Our broad and synergistic suite of platforms, which include mRNA therapeutics, engineered cell therapies, antibodies and small molecule immunomodulators have been optimized for distinct modes of action, high precision targeting, high potency and efficacy. We are also developing in parallel our own state-of-the-art manufacturing processes to complement our drug development platforms.

We were founded in 2008 in Mainz, Germany and have been driven to become the leading global biotechnology company for individualized cancer medicine. We have over 20 product candidates in development, 8 candidates in 9 ongoing clinical trials, treated over 250 patients across 17 tumor types and supported by more than 1100 employees. 

As we prove the value of our approach in the clinic, we continue to build a network of world-class corporate and scientific collaborators, manufacturing and team required to bring individualized treatments to patients worldwide.

To learn more about us, visit https://biontech.de/",Unknown,2008.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHHbPG280jGsg/company-logo_200_200/0/1603106267343?e=1677715200&v=beta&t=ID1yvqf1Rq1pCZlaVumJzeF6Pc7rC6FH9Q7mxfg5D9w
3104,Block,San Francisco,CA,"San Francisco, California","5,001-10,000 employees",https://block.xyz/,Software Development,"Block is Square, Cash App, Spiral, TIDAL, TBD, and our foundational teams such as Counsel, Finance, and People that provide guidance at the corporate level. These are our building blocks, united by our shared purpose of economic empowerment. Together we’re creating tools to help expand access to the economy. 

Square helps sellers more easily run and grow their businesses with its integrated ecosystem of commerce solutions, business software, and banking services.

Cash App is focused on redefining the world’s relationship with money by making it more relatable, instantly available, and universally accessible. 

Spiral (formerly Square Crypto) builds and funds free, open-source projects that advance the use of Bitcoin as a tool for economic empowerment.

TIDAL is a global platform for musicians and their fans that uses unique content, experiences, and services to bring fans closer to the artists they love and give artists the tools to succeed as entrepreneurs.

TBD is building an open developer platform to make it easier to access Bitcoin and other blockchain technologies without having to go through an institution. 

Together, we’re working to help our diverse audiences — sellers, individuals, artists, fans, developers, and all the people in between — overcome barriers to access the economy.",Unknown,2009.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGKOvKRzpXNWg/company-logo_200_200/0/1638394846604?e=1677715200&v=beta&t=w6Yz8pB_28j7_VhJxQaTcWQvdod0U6QtahnWOI_X9xw
3105,Blue Shield of California,Oakland,CA,"Oakland, California","5,001-10,000 employees",http://www.blueshieldca.com/,Insurance,"Blue Shield of California strives to create a healthcare system worthy of its family and friends that is sustainably affordable. 

Blue Shield of California is a tax-paying, nonprofit, independent member of the Blue Shield Association with 4.7 million members, 7,800 employees, and $22.9 billion in annual revenue. 

Founded in 1939 in San Francisco and now headquartered in Oakland, Blue Shield of California and its affiliates provide health, dental, vision, Medicaid and Medicare healthcare service plans in California. 

Blue Shield of California complies with applicable state laws and federal civil rights laws, and does not discriminate on the basis of race, color, national origin, ancestry, religion, sex, marital status, gender, gender identity, sexual orientation, age, or disability.

Blue Shield of California cumple con las leyes estatales y las leyes federales de derechos civiles vigentes, y no discrimina por motivos de raza, color, país de origen, ascendencia, religión, sexo, estado civil, género, identidad de género, orientación sexual, edad ni discapacidad.

Blue Shield of California 遵循適用的州法律和聯邦公民權利法律，並且不以種族、膚色、原國籍、血統、宗教、性別、婚姻
狀況、性別認同、性取向、年齡或殘障為由而進行歧視。",Unknown,1938.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEJF1BoHdLgRw/company-logo_200_200/0/1604334790315?e=1677715200&v=beta&t=CcvbpdPEf_cxs5S6x0EzmU-xnlarOLGdgmuIP7OZFso
3106,Blueprint Medicines,Cambridge,MA,"Cambridge, Massachusetts",201-500 employees,http://www.blueprintmedicines.com/,Biotechnology Research,"Blueprint Medicines is a global precision therapy company that invents life-changing medicines for people with cancer and blood disorders. Applying an approach that is both precise and agile, we create medicines that selectively target genetic drivers, with the goal of staying one step ahead across stages of disease. Since 2011, we have leveraged our research platform, including expertise in molecular targeting and world-class drug design capabilities, to rapidly and reproducibly translate science into a broad pipeline of precision therapies. Today, we are delivering our approved medicines directly to patients in the United States and Europe, and we are advancing multiple programs for systemic mastocytosis, lung cancer and other genomically defined cancers, and cancer immunotherapy. 

With patients at the center of our mission, we aim to make real the promise of precision medicine to improve and extend life for as many people with cancer and blood disorders as possible. We know that in order to make a difference in their lives, we must create an environment where our employees — also known as the Blue Crew — can do their best work. Our culture of transparency, curiosity, and diversity pushes us to lead with integrity, act courageously, and draw upon a wide range of backgrounds and perspectives to make decisions. Ideas come from everywhere, from the C-suite to new hires, and each day we commit to approach one another with respect and trust.

We care deeply about making a profound impact where it matters most. Learn more about who we are and explore our career opportunities at https://www.blueprintmedicines.com/careers/. 

Read our community guidelines: https://www.blueprintmedicines.com/community-guidelines/.",Unknown,2008.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFaSKD2-2n5tw/company-logo_200_200/0/1656681001829?e=1677715200&v=beta&t=65Fo4Q79ZvpGysC1OiPZ410OqiyVBIcwXEO_IZSwfmI
3107,BLUE ORIGIN,Kent,WA,"Kent, WA","1,001-5,000 employees",http://www.blueorigin.com/,Defense and Space Manufacturing,"Blue Origin was founded by Jeff Bezos with the vision of enabling a future where millions of people are living and working in space for the benefit of Earth. In order to preserve Earth, Blue Origin believes that humanity will need to expand, explore, find new energy and material resources, and move industries that stress Earth into space. Blue is working on this today by developing partially and fully reusable launch vehicles that are safe, low cost and serve the needs of all civil, commercial and defense customers.",Unknown,2000.0,Unknown,https://media-exp1.licdn.com/dms/image/C510BAQG-nl05kZljeg/company-logo_200_200/0/1519856681683?e=1677715200&v=beta&t=1-P_yHDOl6uE-k3EFfSCD5CbHEj1RGTbDv3YLb3CHVc
3108,Blue Cross Blue Shield of Massachusetts,Boston,MA,"Boston, MA","1,001-5,000 employees",http://home.bluecrossma.com/,Hospitals and Health Care,"Voted as the highest in member satisfaction among Massachusetts commercial health plans by JD Power, Blue Cross Blue Shield of Massachusetts is a community-focused, tax-paying, not-for-profit health plan headquartered in Boston. We have been a market leader for over 80 years, and are consistently ranked among the nation's best health plans. Our daily efforts are dedicated to effectively serving our 2.8 million members, and consistently offering security, stability, and peace of mind to both our members and associates.
         
As an employer, we are committed to investing in your development and providing the necessary resources to enable your success. We are dedicated to creating an inclusive and rewarding workplace that promotes excellence and provides opportunities for employees to forge their unique career path. We take pride in our diverse, community-centric, wellness-focused culture and believe every member of our team deserves to enjoy a positive work-life balance.

Blue Cross Blue Shield of Massachusetts is an Independent Licensee of the Blue Cross and Blue Shield Association.

Blue Cross Blue Shield of Massachusetts complies with applicable federal civil rights laws and does not discriminate on the basis of race, color, national origin, age, disability, sex, sexual orientation or gender identity.

ATTENTION: If you don’t speak English, language assistance services, free of charge, are available to you. Call Member Services at the number on your ID Card (TTY: 711).

ATENCIÓN: Si habla español, tiene a su disposición servicios gratuitos de asistencia con el idioma. Llame al número de Servicio al Cliente que figura en su tarjeta de identificación (TTY: 711).

ATENÇÃO: Se fala português, são-lhe disponibilizados gratuitamente serviços de assistência de idiomas. Telefone para os Serviços aos Membros, através do número no seu cartão ID (TTY: 711).",Unknown,1988.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQG-bjroL8upSw/company-logo_200_200/0/1657023302286?e=1677715200&v=beta&t=1Nr8g11aumhpveILj4zs10mi7Lv-2MXF2eweJHS3-2U
3109,Bob's Discount Furniture,Manchester,CT,"Manchester, CT","5,001-10,000 employees",https://mybobs.com/,Furniture and Home Furnishings Manufacturing,"When Bob Kaufman opened the first Bob’s Discount Furniture in Newington, Connecticut in 1991, he had a mission: to provide unmatched value while never sacrificing integrity or honesty to do so, meaning no deception or phony gimmicks. That became “the Bob’s Way,” and it remains our approach to this day, with more than 160 home furnishings stores located across the U.S. Shop in-store and online at mybobs.com 

Our mission extends beyond just providing excellent furniture at everyday low prices, though. We also have a goal to help better the communities surrounding each of our locations through the Bob’s Outreach program and the Bob’s Discount Furniture Charitable Foundation, but those are just the beginning. We donate a total of more than $2.75 million to charities each year because we believe that giving back is our responsibility and privilege as a company. 

In addition to offering high-quality products at unbeatable prices, we also aim to provide an unparalleled shopping experience with on-the-house treats. Pop into one of our in-store cafés and you’ll see that we also collect donations. All the money collected through Bob’s Café Collections for a Cause is matched by Bob’s, and 100 percent of those donations go to a number of charities such as the Special Olympics and Operation Homefront.

Interested in a career with Bob’s? We employ 5,000 employees across our 160 locations, all of whom contribute to the high level of integrity and transparency Bob’s is known for. We provide career growth and training as well as competitive compensation and benefits in a fun and fast-paced environment. Join us in our goal to make Bob’s a household name in furniture from coast to coast by looking into our job listings on LinkedIn as well as https://www.mybobs.com/careers.

If you’d like to get to know more about our company and why we take such pride in what we do, connect with us on Facebook at https://www.facebook.com/mybobs/ and follow us on Instagram & Twitter @MyBobs.",Unknown,1991.0,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEUnINUHhyGRg/company-logo_200_200/0/1519905434863?e=1677715200&v=beta&t=0fo9ioQgRfQewISe8dqGW5ff0dDgKW53I4Hq8NTHuYY
3110,Booz Allen Hamilton,McLean,VA,"McLean, VA","10,001+ employees",http://www.boozallen.com?source=SNS-17780/,IT Services and IT Consulting,"For more than 100 years, military, government, and business leaders have turned to Booz Allen Hamilton to solve their most complex problems. As a consulting firm with experts in analytics, digital, engineering, and cyber, we help organizations transform. We are a key partner on some of the most innovative programs for governments worldwide and trusted by their most sensitive agencies. We work shoulder to shoulder with clients, using a mission-first approach to choose the right strategy and technology to help them realize their vision. 

We're here 9am-5pm ET. This LinkedIn community is moderated in accordance with this comment policy: bit.ly/BoozAllenComment

To browse jobs, visit: careers.boozallen.com",Unknown,1914.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFPpNskJI7fng/company-logo_200_200/0/1604073354912?e=1677715200&v=beta&t=tXigXzIwUbEZ7VefHgXTwyzHyuzYv0rn-6uENNk7wkM
3111,Boost Mobile,Irvine,CA,"Irvine, CA","501-1,000 employees",https://careers.dish.com/boostmobile/,Telecommunications,"Boost Mobile is Wireless for the People. With nationwide coverage that reaches 99% of Americans and constant upgrades to our network, we’re delivering value to everyday people and the diverse communities that our competitors like to overlook. We’re shamelessly affordable, supremely reliable and the biggest and best that we’ve ever been. Get in here and help us define what wireless should be.",Unknown,2000.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFamHsUVP-EKg/company-logo_200_200/0/1593626181734?e=1677715200&v=beta&t=766VSS6YqURe82ekB00aTo6w0ZKWAQD88g85osXXdJM
3112,BorgWarner,Auburn Hills,MI,"Auburn Hills, Michigan","10,001+ employees",http://borgwarner.com/,Motor Vehicle Manufacturing,"As a global product leader for over 130 years, we deliver innovative and sustainable mobility solutions for the vehicle market. Guided by our commitment to inclusion, integrity, excellence, responsibility and collaboration—and our pledge to reach carbon neutrality by 2035—we’re leading the automotive industry to a future that is cleaner, healthier and safer for all. 

Start your future with BorgWarner now! We are looking for dedicated, talented people to fill our manufacturing and technical facilities all over the world.  For more information, please visit: https://bit.ly/WorkAtBorgWarner

For legal and data protection inquiries please visit: https://www.borgwarner.com/legal",Unknown,1880.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFw-XHMLl-72A/company-logo_200_200/0/1656687895162?e=1677715200&v=beta&t=jgYQ9YsAY4fHrwVLEhSa2zXfmdXRej0PVtUmbVJ3-TY
3113,Boston Scientific,Marlborough,MA,"Marlborough, MA","10,001+ employees",http://www.bostonscientific.com/,Medical Equipment Manufacturing,"At Boston Scientific, we work collaboratively to solve healthcare’s toughest problems by developing solutions that matter most to those suffering from debilitating and life threatening conditions and the healthcare professionals who provide their care. Across 100+ countries, we help providers deliver care more effectively by reducing costs, increasing efficiencies and expanding access to care in order to help more people in more places live longer, healthier lives.

We go beyond our mission of transforming patient lives by investing in the future and the well-being of our employees and our planet. Our commitment to sustainability is evident in our Newsweek ranking as the 16th greenest company in the U.S. We also strive to foster a diverse and inclusive work environment and provide opportunities for our 38,000+ employees around the world to serve in their local communities.

For more information, visit www.bostonscientific.com and connect with us on Twitter and Facebook. You may also review our social media guidelines at http://www.bostonscientific.com/social. ",Unknown,1984.0,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFd0rl2exBhTA/company-logo_200_200/0/1657202502569?e=1677715200&v=beta&t=_L1fr3untfZWtQ1jcBHJ8c7ZDLlbDDRPBG0JhqJsYK8
3114,Broadcom Inc.,San Jose,CA,"San Jose, California","10,001+ employees",http://www.broadcom.com/,Semiconductor Manufacturing,"Broadcom Inc. (NASDAQ: AVGO) is a global technology leader that designs,
develops and supplies semiconductor and infrastructure software solutions.",Unknown,1991.0,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGDwy-AGAu-Hg/company-logo_200_200/0/1519856412341?e=1677715200&v=beta&t=RgNZodsu73LBLWZA5B3AnqO5gYxBeJWLlIBgG6LznRw
