name,url,headquarter,size,founded,company_type,industry,description,revenue,company_url,
Halff Associates,"https://www.glassdoor.com/Overview/Working-at-Halff-Associates-EI_IE140279.11,27.htm","Richardson, TX",1001 to 5000 Employees,1950,Company - Private,Architectural & Engineering Services,"Halff is an award-winning, employee-owned, diverse and multidiscipline professional services firm. We are proud to be ranked the No. 10 Top Workplace nationally in 2022 by Energage for businesses with 1,000 to 2,499 employees.

If you’re looking for a firm where you can get your start or grow your career while improving lives in the communities we serve, Halff is the place. For more than 70 years, we have provided innovative solutions for clients throughout the United States, offering full-service planning, engineering, architecture, landscape architecture, environmental, energy, right of way and surveying services.",Unknown / Non-Applicable,http://www.halff.com/,
IFG Companies,"https://www.glassdoor.com/Overview/Working-at-IFG-Companies-EI_IE34545.11,24.htm","Burlington, NC",201 to 500 Employees,1985,Company - Private,Insurance Carriers,"Founded in 1985, IFG Companies is one of the largest privately held insurance groups in the United States. IFG provides property–casualty insurance on both a non-admitted basis and an admitted basis.

Insurance underwritten by the Bind and Brokerage Divisions may be issued through one of four affiliated insurers which are indirect, wholly-owned subsidiaries of IFG:

◦Alamance Insurance Company
◦The Burlington Insurance Company
◦First Financial Insurance Company
◦Guilford Insurance Company

All hold a financial strength rating of A (Excellent) IX from A. M. Best Company. Through these insurance companies, which operate under common management and general procedures, IFG Companies has the ability to underwrite on both an admitted and a non-admitted basis in all states and in the District of Columbia.

As a private company, IFG is focused on profitable growth through superior underwriting of a range of products and service to its producers and insureds.

Photos &copy; Jcomp - Freepik.com",Unknown / Non-Applicable,http://www.ifgcompanies.com/,
Vistra,"https://www.glassdoor.com/Overview/Working-at-Vistra-EI_IE1064977.11,17.htm","Causeway Bay, Hong Kong",5001 to 10000 Employees,2006,Company - Private,Financial Transaction Processing,"Ranked among the top four corporate service providers globally, Vistra is a versatile group of professionals, providing a uniquely broad range of services and solutions through our four business divisions; Corporate & Private Clients, Alternative Investments, International Expansion, and Company Formation. With over 30 years of experience in the industry, we employ over 3,000 professionals across over 44 jurisdictions throughout the Americas, Europe, Middle East, and Pan Asia Pacific.",Unknown / Non-Applicable,https://www.vistra.com/,
Ecentria,"https://www.glassdoor.com/Overview/Working-at-Ecentria-EI_IE5795287.11,19.htm","Northbrook, IL",Unknown,,Company - Private,Sporting Goods Stores,,Unknown / Non-Applicable,https://www.ecentria.com/,
"101 Mobility, LLC","https://www.glassdoor.com/Overview/Working-at-101-Mobility-EI_IE1016308.11,23.htm","Wilmington, NC",51 to 200 Employees,2008,Company - Public,Health Care Services & Hospitals,101 Mobility was founded in 2008 to provide mobility and accessibility solutions to an underserved yet growing market of people with limited physical mobility. We work hard every day to deliver the best mobility & accessibility solutions for people who are faced with limited physical mobility and their caretakers that help them. It’s our client-focused approach that enables us to successfully identify and implement the best solutions for families and businesses.,$5 to $25 million (USD),http://www.101mobility.com/,
"Harbor Freight Tools USA, Inc.","https://www.glassdoor.com/Overview/Working-at-Harbor-Freight-Tools-EI_IE241635.11,31.htm","Calabasas, CA",10000+ Employees,1977,Company - Private,Home Furniture & Housewares Stores,"We're a 45 year-old, $6.5 billion national tool retailer with the energy, enthusiasm, and growth potential of a start-up. We have over 1,300 stores in 48 states across the country and are opening several new locations every week. We offer our customers more than 7,000 tools and accessories, from hand tools and generators to air and power tools, from shop equipment to automotive tools. We provide our customers with the right tool for the right job at the right price, always delivering quality and value.",$5 to $10 billion (USD),http://www.hfjobs.com/,
Woundtech,"https://www.glassdoor.com/Overview/Working-at-Woundtech-EI_IE1603025.11,20.htm","Hollywood, FL",201 to 500 Employees,1999,Company - Public,Health Care Services & Hospitals,"At Woundtech we are committed to remaining the nation's highest quality provider of home-based wound management services; We are driven by the desire to make sure that every American has access to the best standard of care possible.

As the country's fastest growing wound care company, we provide comprehensive wound management services to Health Plans representing 25 million lives in Florida, New Jersey, Ohio, Texas, Arizona, Utah, Nevada, and California. Over 40 of the nation's largest Health Plans, 200 IPA's, MSO's, and large groups rely on Woundtech as their comprehensive wound management program.",$5 to $25 million (USD),http://www.woundtech.net/,
"Pignatelli & Associates, P.C.","https://www.glassdoor.com/Overview/Working-at-Pignatelli-and-Associates-EI_IE392910.11,36.htm","Rock Falls, IL",1 to 50 Employees,,Private Practice / Firm,Legal,,Unknown / Non-Applicable,http://www.northernillinoislawyers.com/,
Your Insurance Attorney,"https://www.glassdoor.com/Overview/Working-at-Marin-Eljaiek-Lopez-and-Martinez-EI_IE3086572.11,43.htm","Coconut Grove, FL",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.mellawyers.com/,
Young Berman Karpf & Karpf PA,"https://www.glassdoor.com/Overview/Working-at-Young-Berman-Karpf-and-Karpf-P-A-EI_IE7041094.11,43.htm","Fort Lauderdale, FL",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.ybkklaw.com/,
"Friedman, Framme & Thrush, P.A.","https://www.glassdoor.com/Overview/Working-at-Friedman-Framme-and-Thrush-EI_IE2044494.11,37.htm","Owings Mills, MD",51 to 200 Employees,,Company - Private,Legal,,Unknown / Non-Applicable,http://www.fftlaw.com/,
Cadence Counsel,"https://www.glassdoor.com/Overview/Working-at-Cadence-Counsel-EI_IE2095834.11,26.htm","Los Angeles, CA",1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,http://www.cadencecounsel.com/,
Bridgeline Solutions,"https://www.glassdoor.com/Overview/Working-at-Bridgeline-Solutions-EI_IE2357133.11,31.htm","Los Angeles, CA",201 to 500 Employees,,Company - Public,,,Unknown / Non-Applicable,http://null/,
New York Presbyterian Cornell Medical Center,"https://www.glassdoor.com/Overview/Working-at-Aya-Healthcare-EI_IE332130.11,25.htm","San Diego, CA",5001 to 10000 Employees,2001,Company - Private,HR Consulting,"Aya Healthcare offers a collaborative, welcoming, casual and high-energy environment. We often hear that working at Aya feels like working with family, and we encourage that sentiment with frequent social activities in and outside of work. A casual dress code means employees come to work feeling comfortable and ready to do their best work.

Employees’ hard work never goes unnoticed and there is a plethora of opportunities for career advancement within the organization. Because we’re growing so rapidly, it’s common to be promoted within the first year – or even the first few months! Aya also provides incentive trips to encourage employees to meet ambitious goals and so they can get to know their colleagues.

Along with flexible hours and remote options, Aya encourages work-life balance and truly cares about the wellbeing of employees. The company takes feedback seriously when implementing changes or making decisions and continually looks for ways to improve to ensure employees enjoy coming to work every day.

Ultimately, what really matters is that everyone at Aya believes in what we’re doing as a company and how we’re effecting change within healthcare. Employees understand that we do the right thing because it’s the right thing to do. That people come first. That we put care, compassion and heart before profit. None of our perks overshadow the fact that our employees are passionate about our mission and the work we do and feel empowered and excited to make their mark within Aya, patient care and the general healthcare landscape.",Unknown / Non-Applicable,http://www.ayahealthcare.com/,
